drill_id,hole_idx,mic_type,mic_id,position,fail,filepath_wav,start_sample,end_sample,duration_s,sample_rate,source_file
01,22,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h22_com_1_ext.wav,44937728,45140992,2.1173333333333333,96000,250129_003_Tr1.WAV
01,23,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h23_com_1_ext.wav,45936128,47108096,12.208,96000,250129_003_Tr1.WAV
01,24,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h24_com_1_ext.wav,47109632,47312896,2.1173333333333333,96000,250129_003_Tr1.WAV
01,25,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h25_com_1_ext.wav,48360960,49448448,11.328,96000,250129_003_Tr1.WAV
01,26,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h26_com_1_ext.wav,50127872,50384384,2.672,96000,250129_003_Tr1.WAV
01,27,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h27_com_1_ext.wav,50507776,51692032,12.336,96000,250129_003_Tr1.WAV
01,28,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h28_com_1_ext.wav,51857408,52092928,2.453333333333333,96000,250129_003_Tr1.WAV
01,29,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h29_com_1_ext.wav,52108288,52568064,4.789333333333333,96000,250129_003_Tr1.WAV
01,30,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h30_com_1_ext.wav,52800000,54078464,13.317333333333334,96000,250129_003_Tr1.WAV
01,31,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h31_com_1_ext.wav,55010304,55235072,2.3413333333333335,96000,250129_003_Tr1.WAV
01,32,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h32_com_1_ext.wav,55236096,57218560,20.650666666666666,96000,250129_003_Tr1.WAV
01,33,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h33_com_1_ext.wav,57495552,58775552,13.333333333333334,96000,250129_003_Tr1.WAV
01,34,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h34_com_1_ext.wav,59987456,61451776,15.253333333333334,96000,250129_003_Tr1.WAV
01,35,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h35_com_1_ext.wav,61671424,61937664,2.7733333333333334,96000,250129_003_Tr1.WAV
01,36,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h36_com_1_ext.wav,61938176,63454208,15.792,96000,250129_003_Tr1.WAV
01,37,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h37_com_1_ext.wav,63933440,64272896,3.536,96000,250129_003_Tr1.WAV
01,38,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h38_com_1_ext.wav,64274944,64482304,2.16,96000,250129_003_Tr1.WAV
01,39,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h39_com_1_ext.wav,64647680,65846272,12.485333333333333,96000,250129_003_Tr1.WAV
01,40,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h40_com_1_ext.wav,66255872,66711040,4.741333333333333,96000,250129_003_Tr1.WAV
01,41,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h41_com_1_ext.wav,66729472,68112896,14.410666666666666,96000,250129_003_Tr1.WAV
01,42,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h42_com_1_ext.wav,68766208,69024768,2.6933333333333334,96000,250129_003_Tr1.WAV
01,43,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h43_com_1_ext.wav,69287424,70877184,16.56,96000,250129_003_Tr1.WAV
01,44,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h44_com_1_ext.wav,71019520,71426560,4.24,96000,250129_003_Tr1.WAV
01,45,com,1,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h45_com_1_ext.wav,71630848,72384512,7.850666666666666,96000,250129_003_Tr1.WAV
01,1,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h01_com_2_ext.wav,0,7720448,80.42133333333334,96000,250129_003_Tr2.WAV
01,2,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h02_com_2_ext_jam.wav,8178176,8690688,5.338666666666667,96000,250129_003_Tr2.WAV
01,3,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h03_com_2_ext.wav,8691200,10017792,13.818666666666667,96000,250129_003_Tr2.WAV
01,4,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h04_com_2_ext.wav,10600448,12247040,17.152,96000,250129_003_Tr2.WAV
01,5,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h05_com_2_ext_jam.wav,13424640,14627840,12.533333333333333,96000,250129_003_Tr2.WAV
01,6,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h06_com_2_ext.wav,15683072,17036288,14.096,96000,250129_003_Tr2.WAV
01,7,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h07_com_2_ext.wav,18088448,19274752,12.357333333333333,96000,250129_003_Tr2.WAV
01,8,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h08_com_2_ext.wav,20170752,20363776,2.010666666666667,96000,250129_003_Tr2.WAV
01,9,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h09_com_2_ext.wav,20419072,21475840,11.008,96000,250129_003_Tr2.WAV
01,10,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h10_com_2_ext.wav,22758400,23930368,12.208,96000,250129_003_Tr2.WAV
01,11,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h11_com_2_ext.wav,25080320,26238464,12.064,96000,250129_003_Tr2.WAV
01,12,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h12_com_2_ext.wav,27412480,27934720,5.44,96000,250129_003_Tr2.WAV
01,13,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h13_com_2_ext.wav,27941376,28592640,6.784,96000,250129_003_Tr2.WAV
01,14,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h14_com_2_ext.wav,29676544,30947840,13.242666666666667,96000,250129_003_Tr2.WAV
01,15,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h15_com_2_ext.wav,31920128,33162752,12.944,96000,250129_003_Tr2.WAV
01,16,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h16_com_2_ext.wav,33804800,34047488,2.528,96000,250129_003_Tr2.WAV
01,17,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h17_com_2_ext.wav,34073088,34273280,2.0853333333333333,96000,250129_003_Tr2.WAV
01,18,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h18_com_2_ext.wav,34397696,35584000,12.357333333333333,96000,250129_003_Tr2.WAV
01,19,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h19_com_2_ext.wav,36587520,37754368,12.154666666666667,96000,250129_003_Tr2.WAV
01,20,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h20_com_2_ext.wav,39049216,40236032,12.362666666666666,96000,250129_003_Tr2.WAV
01,21,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h21_com_2_ext.wav,41372672,42474496,11.477333333333334,96000,250129_003_Tr2.WAV
01,22,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h22_com_2_ext.wav,43709952,44833280,11.701333333333332,96000,250129_003_Tr2.WAV
01,23,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h23_com_2_ext.wav,44938752,45140992,2.1066666666666665,96000,250129_003_Tr2.WAV
01,24,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h24_com_2_ext.wav,45929984,47108096,12.272,96000,250129_003_Tr2.WAV
01,25,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h25_com_2_ext.wav,48359424,49448448,11.344,96000,250129_003_Tr2.WAV
01,26,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h26_com_2_ext.wav,50135552,50337280,2.1013333333333333,96000,250129_003_Tr2.WAV
01,27,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h27_com_2_ext.wav,50507776,51691520,12.330666666666668,96000,250129_003_Tr2.WAV
01,28,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h28_com_2_ext.wav,52173312,52567552,4.1066666666666665,96000,250129_003_Tr2.WAV
01,29,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h29_com_2_ext.wav,52868096,53998592,11.776,96000,250129_003_Tr2.WAV
01,30,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h30_com_2_ext.wav,54971392,55234560,2.7413333333333334,96000,250129_003_Tr2.WAV
01,31,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h31_com_2_ext.wav,55237632,56916992,17.493333333333332,96000,250129_003_Tr2.WAV
01,32,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h32_com_2_ext.wav,56965120,57161728,2.048,96000,250129_003_Tr2.WAV
01,33,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h33_com_2_ext.wav,57631232,58883072,13.04,96000,250129_003_Tr2.WAV
01,34,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h34_com_2_ext.wav,59987456,61332480,14.010666666666667,96000,250129_003_Tr2.WAV
01,35,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h35_com_2_ext.wav,61671424,63454720,18.576,96000,250129_003_Tr2.WAV
01,36,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h36_com_2_ext.wav,63838720,64272896,4.522666666666667,96000,250129_003_Tr2.WAV
01,37,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h37_com_2_ext.wav,64648192,65845760,12.474666666666666,96000,250129_003_Tr2.WAV
01,38,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h38_com_2_ext.wav,66255872,66710528,4.736,96000,250129_003_Tr2.WAV
01,39,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h39_com_2_ext.wav,66728960,68126720,14.56,96000,250129_003_Tr2.WAV
01,40,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h40_com_2_ext.wav,68766720,68968448,2.1013333333333333,96000,250129_003_Tr2.WAV
01,41,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h41_com_2_ext.wav,69304320,70854144,16.144,96000,250129_003_Tr2.WAV
01,42,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h42_com_2_ext.wav,70925824,71409664,5.04,96000,250129_003_Tr2.WAV
01,43,com,2,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h43_com_2_ext.wav,71630848,72384512,7.850666666666666,96000,250129_003_Tr2.WAV
01,1,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h01_com_3_ext.wav,0,7732224,80.544,96000,250129_003_Tr3.WAV
01,2,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h02_com_3_ext_jam.wav,8178688,10132480,20.352,96000,250129_003_Tr3.WAV
01,3,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h03_com_3_ext.wav,10600448,10953216,3.6746666666666665,96000,250129_003_Tr3.WAV
01,4,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h04_com_3_ext.wav,10954240,12470272,15.792,96000,250129_003_Tr3.WAV
01,5,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h05_com_3_ext_jam.wav,13069824,13307904,2.48,96000,250129_003_Tr3.WAV
01,6,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h06_com_3_ext.wav,13424128,14628352,12.544,96000,250129_003_Tr3.WAV
01,7,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h07_com_3_ext.wav,15683072,17054720,14.288,96000,250129_003_Tr3.WAV
01,8,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h08_com_3_ext.wav,17755136,19566080,18.864,96000,250129_003_Tr3.WAV
01,9,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h09_com_3_ext.wav,20170752,20417536,2.570666666666667,96000,250129_003_Tr3.WAV
01,10,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h10_com_3_ext.wav,20418560,21498880,11.253333333333334,96000,250129_003_Tr3.WAV
01,11,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h11_com_3_ext.wav,22551552,23929856,14.357333333333333,96000,250129_003_Tr3.WAV
01,12,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h12_com_3_ext.wav,25029632,26238464,12.592,96000,250129_003_Tr3.WAV
01,13,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h13_com_3_ext.wav,27412480,27934720,5.44,96000,250129_003_Tr3.WAV
01,14,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h14_com_3_ext.wav,27941376,28592128,6.778666666666667,96000,250129_003_Tr3.WAV
01,15,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h15_com_3_ext.wav,29406720,30948352,16.058666666666667,96000,250129_003_Tr3.WAV
01,16,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h16_com_3_ext.wav,31920128,33259520,13.952,96000,250129_003_Tr3.WAV
01,17,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h17_com_3_ext.wav,33803776,34273280,4.890666666666666,96000,250129_003_Tr3.WAV
01,18,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h18_com_3_ext.wav,34396672,35584000,12.368,96000,250129_003_Tr3.WAV
01,19,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h19_com_3_ext.wav,35585536,35798016,2.2133333333333334,96000,250129_003_Tr3.WAV
01,20,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h20_com_3_ext.wav,36585984,37754368,12.170666666666667,96000,250129_003_Tr3.WAV
01,21,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h21_com_3_ext.wav,39049216,40283648,12.858666666666666,96000,250129_003_Tr3.WAV
01,22,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h22_com_3_ext.wav,41372160,42474496,11.482666666666667,96000,250129_003_Tr3.WAV
01,23,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h23_com_3_ext.wav,43672576,44936192,13.162666666666667,96000,250129_003_Tr3.WAV
01,24,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h24_com_3_ext.wav,44937728,45141504,2.1226666666666665,96000,250129_003_Tr3.WAV
01,25,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h25_com_3_ext.wav,45486080,45729792,2.538666666666667,96000,250129_003_Tr3.WAV
01,26,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h26_com_3_ext.wav,45929472,47109120,12.288,96000,250129_003_Tr3.WAV
01,27,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h27_com_3_ext.wav,47110144,47312896,2.112,96000,250129_003_Tr3.WAV
01,28,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h28_com_3_ext.wav,47313408,47592448,2.9066666666666667,96000,250129_003_Tr3.WAV
01,29,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h29_com_3_ext.wav,48359424,49523200,12.122666666666667,96000,250129_003_Tr3.WAV
01,30,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h30_com_3_ext.wav,50021376,50418688,4.1386666666666665,96000,250129_003_Tr3.WAV
01,31,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h31_com_3_ext.wav,50441728,51692032,13.024,96000,250129_003_Tr3.WAV
01,32,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h32_com_3_ext.wav,52114432,52585472,4.906666666666666,96000,250129_003_Tr3.WAV
01,33,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h33_com_3_ext.wav,52601856,52798464,2.048,96000,250129_003_Tr3.WAV
01,34,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h34_com_3_ext.wav,52800000,54106624,13.610666666666667,96000,250129_003_Tr3.WAV
01,35,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h35_com_3_ext.wav,54468096,54794240,3.3973333333333335,96000,250129_003_Tr3.WAV
01,36,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h36_com_3_ext.wav,54950400,56916992,20.485333333333333,96000,250129_003_Tr3.WAV
01,37,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h37_com_3_ext.wav,56918016,57219072,3.136,96000,250129_003_Tr3.WAV
01,38,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h38_com_3_ext.wav,57495040,58883072,14.458666666666666,96000,250129_003_Tr3.WAV
01,39,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h39_com_3_ext.wav,59264000,59468288,2.128,96000,250129_003_Tr3.WAV
01,40,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h40_com_3_ext.wav,59596800,59806720,2.1866666666666665,96000,250129_003_Tr3.WAV
01,41,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h41_com_3_ext.wav,59987456,61456896,15.306666666666667,96000,250129_003_Tr3.WAV
01,42,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h42_com_3_ext.wav,61624320,63454720,19.066666666666666,96000,250129_003_Tr3.WAV
01,43,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h43_com_3_ext.wav,63456768,63693824,2.469333333333333,96000,250129_003_Tr3.WAV
01,44,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h44_com_3_ext.wav,63838720,64273408,4.528,96000,250129_003_Tr3.WAV
01,45,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h45_com_3_ext.wav,64273920,64612352,3.525333333333333,96000,250129_003_Tr3.WAV
01,46,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h46_com_3_ext.wav,64612864,65853952,12.928,96000,250129_003_Tr3.WAV
01,47,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h47_com_3_ext.wav,66179072,66710528,5.536,96000,250129_003_Tr3.WAV
01,48,com,3,ext,0,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\segmented\01\01_h48_com_3_ext.wav,66725888,68206592,15.424,96000,250129_003_Tr3.WAV
