drill_id,hole_idx,mic_type,mic_id,position,fail,filepath_wav,start_sample,end_sample,duration_s,sample_rate,source_file,aug_version
01,2,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,8389632,8591872,2.1066666666666665,96000,250129_003_Tr6.WAV,2
01,5,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,13309440,14689280,14.373333333333333,96000,250129_003_Tr6.WAV,1
01,5,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,13309440,14689280,14.373333333333333,96000,250129_003_Tr6.WAV,2
01,2,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2561024,2821632,2.7146666666666666,96000,250129_004_Tr1.WAV,1
01,2,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2561024,2821632,2.7146666666666666,96000,250129_004_Tr1.WAV,2
01,5,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,4651520,5199360,5.706666666666667,96000,250129_004_Tr1.WAV,1
01,5,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,4651520,5199360,5.706666666666667,96000,250129_004_Tr1.WAV,2
01,2,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2499584,3143680,6.709333333333333,96000,250129_004_Tr2.WAV,1
01,2,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2499584,3143680,6.709333333333333,96000,250129_004_Tr2.WAV,2
01,5,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,5481984,6782464,13.546666666666667,96000,250129_004_Tr2.WAV,1
01,5,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,5481984,6782464,13.546666666666667,96000,250129_004_Tr2.WAV,2
01,2,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2062848,2365440,3.152,96000,250129_004_Tr3.WAV,1
01,2,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2062848,2365440,3.152,96000,250129_004_Tr3.WAV,2
01,5,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,4403200,4648448,2.554666666666667,96000,250129_004_Tr3.WAV,1
01,5,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,4403200,4648448,2.554666666666667,96000,250129_004_Tr3.WAV,2
01,2,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,1965568,2307072,3.5573333333333332,96000,250129_004_Tr4.WAV,1
01,2,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,1965568,2307072,3.5573333333333332,96000,250129_004_Tr4.WAV,2
01,5,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,8770560,9318400,5.706666666666667,96000,250129_004_Tr4.WAV,1
01,5,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,8770560,9318400,5.706666666666667,96000,250129_004_Tr4.WAV,2
01,2,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2042368,2300416,2.688,96000,250129_004_Tr5.WAV,1
01,2,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2042368,2300416,2.688,96000,250129_004_Tr5.WAV,2
01,5,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,5199360,6774784,16.410666666666668,96000,250129_004_Tr5.WAV,1
01,5,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,5199360,6774784,16.410666666666668,96000,250129_004_Tr5.WAV,2
01,2,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,11655168,18612224,72.46933333333334,96000,250129_004_Tr6.WAV,1
01,2,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,11655168,18612224,72.46933333333334,96000,250129_004_Tr6.WAV,2
01,5,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,25870336,27790848,20.005333333333333,96000,250129_004_Tr6.WAV,1
01,5,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,25870336,27790848,20.005333333333333,96000,250129_004_Tr6.WAV,2
01,2,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2936832,4027392,11.36,96000,250129_005_Tr1.WAV,1
01,2,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2936832,4027392,11.36,96000,250129_005_Tr1.WAV,2
01,5,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,9200128,9410560,2.192,96000,250129_005_Tr1.WAV,1
01,5,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,9200128,9410560,2.192,96000,250129_005_Tr1.WAV,2
01,2,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2987008,3991552,10.464,96000,250129_005_Tr2.WAV,1
01,2,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2987008,3991552,10.464,96000,250129_005_Tr2.WAV,2
01,5,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,9977856,11153408,12.245333333333333,96000,250129_005_Tr2.WAV,1
01,5,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,9977856,11153408,12.245333333333333,96000,250129_005_Tr2.WAV,2
01,2,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2987008,3991040,10.458666666666666,96000,250129_005_Tr3.WAV,1
01,2,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2987008,3991040,10.458666666666666,96000,250129_005_Tr3.WAV,2
01,5,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,9978368,11152896,12.234666666666667,96000,250129_005_Tr3.WAV,1
01,5,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,9978368,11152896,12.234666666666667,96000,250129_005_Tr3.WAV,2
01,2,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2926080,3991040,11.093333333333334,96000,250129_005_Tr4.WAV,1
01,2,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2926080,3991040,11.093333333333334,96000,250129_005_Tr4.WAV,2
01,5,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,9977344,11153408,12.250666666666667,96000,250129_005_Tr4.WAV,1
01,5,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,9977344,11153408,12.250666666666667,96000,250129_005_Tr4.WAV,2
01,2,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2803712,4027904,12.752,96000,250129_005_Tr5.WAV,1
01,2,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2803712,4027904,12.752,96000,250129_005_Tr5.WAV,2
01,5,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,9977344,11152896,12.245333333333333,96000,250129_005_Tr5.WAV,1
01,5,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,9977344,11152896,12.245333333333333,96000,250129_005_Tr5.WAV,2
01,2,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2822656,4036608,12.645333333333333,96000,250129_005_Tr6.WAV,1
01,2,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2822656,4036608,12.645333333333333,96000,250129_005_Tr6.WAV,2
01,5,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,9974272,11152896,12.277333333333333,96000,250129_005_Tr6.WAV,1
01,5,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,9974272,11152896,12.277333333333333,96000,250129_005_Tr6.WAV,2
01,2,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,1772032,1973760,2.1013333333333333,96000,250129_006_Tr1.WAV,1
01,2,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,1772032,1973760,2.1013333333333333,96000,250129_006_Tr1.WAV,2
01,2,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,3165184,3950080,8.176,96000,250129_006_Tr2.WAV,1
01,2,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,3165184,3950080,8.176,96000,250129_006_Tr2.WAV,2
01,2,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,3163648,4262400,11.445333333333334,96000,250129_006_Tr3.WAV,1
01,2,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,3163648,4262400,11.445333333333334,96000,250129_006_Tr3.WAV,2
01,2,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,1772032,1973760,2.1013333333333333,96000,250129_006_Tr4.WAV,1
01,2,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,1772032,1973760,2.1013333333333333,96000,250129_006_Tr4.WAV,2
01,2,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,1771008,1977856,2.1546666666666665,96000,250129_006_Tr5.WAV,1
01,2,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,1771008,1977856,2.1546666666666665,96000,250129_006_Tr5.WAV,2
01,2,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,1772032,1978368,2.1493333333333333,96000,250129_006_Tr6.WAV,1
01,2,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,1772032,1978368,2.1493333333333333,96000,250129_006_Tr6.WAV,2
01,2,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2967040,3985920,10.613333333333333,96000,250129_007_Tr1.WAV,1
01,2,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2967040,3985920,10.613333333333333,96000,250129_007_Tr1.WAV,2
01,5,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,6234624,6512128,2.8906666666666667,96000,250129_007_Tr1.WAV,1
01,5,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,6234624,6512128,2.8906666666666667,96000,250129_007_Tr1.WAV,2
01,2,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2967040,4013568,10.901333333333334,96000,250129_007_Tr2.WAV,1
01,2,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2967040,4013568,10.901333333333334,96000,250129_007_Tr2.WAV,2
01,5,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,6903296,7617536,7.44,96000,250129_007_Tr2.WAV,1
01,5,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,6903296,7617536,7.44,96000,250129_007_Tr2.WAV,2
01,2,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2967040,3985408,10.608,96000,250129_007_Tr3.WAV,1
01,2,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2967040,3985408,10.608,96000,250129_007_Tr3.WAV,2
01,5,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,6903808,7471104,5.9093333333333335,96000,250129_007_Tr3.WAV,1
01,5,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,6903808,7471104,5.9093333333333335,96000,250129_007_Tr3.WAV,2
01,2,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2335232,2542080,2.1546666666666665,96000,250129_007_Tr4.WAV,1
01,2,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2335232,2542080,2.1546666666666665,96000,250129_007_Tr4.WAV,2
01,5,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,6735872,8733696,20.810666666666666,96000,250129_007_Tr4.WAV,1
01,5,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,6735872,8733696,20.810666666666666,96000,250129_007_Tr4.WAV,2
01,2,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2966016,4200448,12.858666666666666,96000,250129_007_Tr5.WAV,1
01,2,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2966016,4200448,12.858666666666666,96000,250129_007_Tr5.WAV,2
01,5,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,7471104,8674816,12.538666666666666,96000,250129_007_Tr5.WAV,1
01,5,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,7471104,8674816,12.538666666666666,96000,250129_007_Tr5.WAV,2
01,2,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug1.wav,2966016,4171776,12.56,96000,250129_007_Tr6.WAV,1
01,2,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h02_aug2.wav,2966016,4171776,12.56,96000,250129_007_Tr6.WAV,2
01,5,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug1.wav,6902784,7470592,5.914666666666666,96000,250129_007_Tr6.WAV,1
01,5,com,6,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\01\01_h05_aug2.wav,6902784,7470592,5.914666666666666,96000,250129_007_Tr6.WAV,2
02,2,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h02_aug1.wav,4904960,5159936,2.656,96000,250129_008_Tr1.WAV,1
02,2,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h02_aug2.wav,4904960,5159936,2.656,96000,250129_008_Tr1.WAV,2
02,13,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h13_aug1.wav,28663296,30038016,14.32,96000,250129_008_Tr1.WAV,1
02,13,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h13_aug2.wav,28663296,30038016,14.32,96000,250129_008_Tr1.WAV,2
02,14,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h14_aug1.wav,30992384,32448000,15.162666666666667,96000,250129_008_Tr1.WAV,1
02,14,com,1,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h14_aug2.wav,30992384,32448000,15.162666666666667,96000,250129_008_Tr1.WAV,2
02,2,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h02_aug1.wav,4905472,5335552,4.48,96000,250129_008_Tr2.WAV,1
02,2,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h02_aug2.wav,4905472,5335552,4.48,96000,250129_008_Tr2.WAV,2
02,13,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h13_aug1.wav,28663808,30045696,14.394666666666666,96000,250129_008_Tr2.WAV,1
02,13,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h13_aug2.wav,28663808,30045696,14.394666666666666,96000,250129_008_Tr2.WAV,2
02,14,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h14_aug1.wav,30992384,32446976,15.152,96000,250129_008_Tr2.WAV,1
02,14,com,2,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h14_aug2.wav,30992384,32446976,15.152,96000,250129_008_Tr2.WAV,2
02,2,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h02_aug1.wav,5338624,7079936,18.138666666666666,96000,250129_008_Tr3.WAV,1
02,2,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h02_aug2.wav,5338624,7079936,18.138666666666666,96000,250129_008_Tr3.WAV,2
02,13,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h13_aug1.wav,30992384,32446976,15.152,96000,250129_008_Tr3.WAV,1
02,13,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h13_aug2.wav,30992384,32446976,15.152,96000,250129_008_Tr3.WAV,2
02,14,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h14_aug1.wav,33313792,34731008,14.762666666666666,96000,250129_008_Tr3.WAV,1
02,14,com,3,ext,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h14_aug2.wav,33313792,34731008,14.762666666666666,96000,250129_008_Tr3.WAV,2
02,2,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h02_aug1.wav,7695360,9484800,18.64,96000,250129_008_Tr4.WAV,1
02,2,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h02_aug2.wav,7695360,9484800,18.64,96000,250129_008_Tr4.WAV,2
02,13,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h13_aug1.wav,33229312,34765312,16.0,96000,250129_008_Tr4.WAV,1
02,13,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h13_aug2.wav,33229312,34765312,16.0,96000,250129_008_Tr4.WAV,2
02,14,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h14_aug1.wav,35646464,36956672,13.648,96000,250129_008_Tr4.WAV,1
02,14,com,4,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h14_aug2.wav,35646464,36956672,13.648,96000,250129_008_Tr4.WAV,2
02,2,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h02_aug1.wav,5336576,7108096,18.453333333333333,96000,250129_008_Tr5.WAV,1
02,2,com,5,int,1,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\augmented_noise\02\02_h02_aug2.wav,5336576,7108096,18.453333333333333,96000,250129_008_Tr5.WAV,2
