drill_id,mic_type,mic_id,position,sr,filepath_wav
01,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr1_ext.wav
01,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr2_ext.wav
01,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr3_ext.wav
01,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr4_int.wav
01,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr5_int.wav
01,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr6_int.wav
01,ultrasonic,ch1,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch1_int.wav
01,ultrasonic,ch2,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch2_int.wav
01,ultrasonic,ch3,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch3_int.wav
01,ultrasonic,ch4,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch4_int.wav
01,ultrasonic,ch5,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch5_int.wav
01,ultrasonic,ch6,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch6_int.wav
01,ultrasonic,ch7,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch7_int.wav
01,ultrasonic,ch8,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch8_int.wav
01,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr1_ext.wav
01,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr2_ext.wav
01,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr3_ext.wav
01,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr4_int.wav
01,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr5_int.wav
01,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr6_int.wav
01,ultrasonic,ch1,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch1_int.wav
01,ultrasonic,ch2,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch2_int.wav
01,ultrasonic,ch3,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch3_int.wav
01,ultrasonic,ch4,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch4_int.wav
01,ultrasonic,ch5,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch5_int.wav
01,ultrasonic,ch6,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch6_int.wav
01,ultrasonic,ch7,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch7_int.wav
01,ultrasonic,ch8,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch8_int.wav
01,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr1_ext.wav
01,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr2_ext.wav
01,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr3_ext.wav
01,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr4_int.wav
01,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr5_int.wav
01,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr6_int.wav
01,ultrasonic,ch1,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch1_int.wav
01,ultrasonic,ch2,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch2_int.wav
01,ultrasonic,ch3,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch3_int.wav
01,ultrasonic,ch4,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch4_int.wav
01,ultrasonic,ch5,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch5_int.wav
01,ultrasonic,ch6,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch6_int.wav
01,ultrasonic,ch7,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch7_int.wav
01,ultrasonic,ch8,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch8_int.wav
01,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr1_ext.wav
01,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr2_ext.wav
01,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr3_ext.wav
01,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr4_int.wav
01,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr5_int.wav
01,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr6_int.wav
01,ultrasonic,ch1,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch1_int.wav
01,ultrasonic,ch2,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch2_int.wav
01,ultrasonic,ch3,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch3_int.wav
01,ultrasonic,ch4,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch4_int.wav
01,ultrasonic,ch5,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch5_int.wav
01,ultrasonic,ch6,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch6_int.wav
01,ultrasonic,ch7,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch7_int.wav
01,ultrasonic,ch8,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch8_int.wav
01,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr1_ext.wav
01,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr2_ext.wav
01,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr3_ext.wav
01,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr4_int.wav
01,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr5_int.wav
01,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_common_Tr6_int.wav
01,ultrasonic,ch1,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch1_int.wav
01,ultrasonic,ch2,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch2_int.wav
01,ultrasonic,ch3,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch3_int.wav
01,ultrasonic,ch4,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch4_int.wav
01,ultrasonic,ch5,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch5_int.wav
01,ultrasonic,ch6,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch6_int.wav
01,ultrasonic,ch7,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch7_int.wav
01,ultrasonic,ch8,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\01\01_ultrasonic_ch8_int.wav
02,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr1_ext.wav
02,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr2_ext.wav
02,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr3_ext.wav
02,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr4_int.wav
02,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr5_int.wav
02,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr6_int.wav
02,ultrasonic,ch1,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch1_int.wav
02,ultrasonic,ch2,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch2_int.wav
02,ultrasonic,ch3,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch3_int.wav
02,ultrasonic,ch4,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch4_int.wav
02,ultrasonic,ch5,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch5_int.wav
02,ultrasonic,ch6,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch6_int.wav
02,ultrasonic,ch7,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch7_int.wav
02,ultrasonic,ch8,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch8_int.wav
02,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr1_ext.wav
02,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr2_ext.wav
02,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr3_ext.wav
02,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr4_int.wav
02,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr5_int.wav
02,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr6_int.wav
02,ultrasonic,ch1,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch1_int.wav
02,ultrasonic,ch2,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch2_int.wav
02,ultrasonic,ch3,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch3_int.wav
02,ultrasonic,ch4,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch4_int.wav
02,ultrasonic,ch5,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch5_int.wav
02,ultrasonic,ch6,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch6_int.wav
02,ultrasonic,ch7,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch7_int.wav
02,ultrasonic,ch8,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch8_int.wav
02,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr1_ext.wav
02,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr2_ext.wav
02,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr3_ext.wav
02,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr4_int.wav
02,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr5_int.wav
02,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr6_int.wav
02,ultrasonic,ch1,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch1_int.wav
02,ultrasonic,ch2,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch2_int.wav
02,ultrasonic,ch3,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch3_int.wav
02,ultrasonic,ch4,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch4_int.wav
02,ultrasonic,ch5,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch5_int.wav
02,ultrasonic,ch6,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch6_int.wav
02,ultrasonic,ch7,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch7_int.wav
02,ultrasonic,ch8,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch8_int.wav
02,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr1_ext.wav
02,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr2_ext.wav
02,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr3_ext.wav
02,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr4_int.wav
02,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr5_int.wav
02,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_common_Tr6_int.wav
02,ultrasonic,ch1,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch1_int.wav
02,ultrasonic,ch2,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch2_int.wav
02,ultrasonic,ch3,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch3_int.wav
02,ultrasonic,ch4,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch4_int.wav
02,ultrasonic,ch5,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch5_int.wav
02,ultrasonic,ch6,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch6_int.wav
02,ultrasonic,ch7,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch7_int.wav
02,ultrasonic,ch8,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\02\02_ultrasonic_ch8_int.wav
03,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr1_ext.wav
03,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr2_ext.wav
03,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr3_ext.wav
03,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr4_int.wav
03,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr5_int.wav
03,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr6_int.wav
03,ultrasonic,ch1,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch2,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch2_int.wav
03,ultrasonic,ch3,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch3_int.wav
03,ultrasonic,ch4,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch4_int.wav
03,ultrasonic,ch5,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch5_int.wav
03,ultrasonic,ch6,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch6_int.wav
03,ultrasonic,ch7,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch7_int.wav
03,ultrasonic,ch8,int,48000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch8_int.wav
03,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr1_ext.wav
03,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr2_ext.wav
03,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr3_ext.wav
03,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr4_int.wav
03,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr5_int.wav
03,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr6_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr1_ext.wav
03,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr2_ext.wav
03,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr3_ext.wav
03,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr4_int.wav
03,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr5_int.wav
03,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr6_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr1_ext.wav
03,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr2_ext.wav
03,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr3_ext.wav
03,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr4_int.wav
03,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr5_int.wav
03,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr6_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,common,Tr1,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr1_ext.wav
03,common,Tr2,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr2_ext.wav
03,common,Tr3,ext,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr3_ext.wav
03,common,Tr4,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr4_int.wav
03,common,Tr5,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr5_int.wav
03,common,Tr6,int,96000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_common_Tr6_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
03,ultrasonic,ch1,int,192000,C:\Users\beatr\OneDrive\Desktop\Projeto_Brocas_AE\data\standardized\03\03_ultrasonic_ch1_int.wav
